# body ntrans  tcalc ttv noise sigma
#   JED-2430000 min min min
1.0	0	3503.765392	-1.402	-0.28	0.5
1.0	1	3728.466173	-0.593	-0.22	0.5
1.0	2	3953.166953	2.45	0.014	0.5
1.0	3	4177.867734	-0.4701	-0.15	0.5
1.0	4	4402.568514	-2.702	0.89	0.5
1.0	5	4627.269294	3.056	-0.57	0.5
1.0	6	4851.970075	3.39	-0.23	0.5
1.0	7	5076.670855	1.406	0.078	0.5
1.0	8	5301.371636	-2.587	-1.3	0.5
1.0	9	5526.072416	-3.68	0.5	0.5
1.0	10	5750.773196	2.598	0.54	0.5
1.0	11	5975.473977	1.062	0.094	0.5
1.0	12	6200.174757	-2.422	0.26	0.5
1.0	13	6424.875538	-2.47	0.75	0.5
1.0	14	6649.576318	-1.464	0.18	0.5
1.0	15	6874.277099	1.871	-0.44	0.5
1.0	16	7098.977879	-0.4929	0.34	0.5
1.0	17	7323.678659	-2.533	-0.8	0.5
1.0	18	7548.37944	3.348	0.21	0.5
1.0	19	7773.08022	4.097	-0.43	0.5
1.0	20	7997.781001	2.284	-0.53	0.5
1.0	21	8222.481781	-1.52	0.25	0.5
1.0	22	8447.182561	-2.611	-0.11	0.5
1.0	23	8671.883342	3.861	-0.35	0.5
1.0	24	8896.584122	2.301	-1.8	0.5
1.0	25	9121.284903	-1.07	0.084	0.5
1.0	26	9345.985683	-1.666	0.14	0.5
1.0	27	9570.686463	-1.043	0.28	0.5
1.0	28	9795.387244	2.115	-0.71	0.5
1.0	29	10020.08802	-0.8784	-0.19	0.5
1.0	30	10244.7888	-3.38	0.18	0.5
1.0	31	10469.48959	1.868	-0.0038	0.5
1.0	32	10694.19037	2.41	0.28	0.5
1.0	33	10918.89115	0.5516	0.053	0.5
1.0	34	11143.59193	-2.946	0.28	0.5
1.0	35	11368.29271	-3.938	0.34	0.5
1.0	36	11592.99349	2.987	-0.67	0.5
1.0	37	11817.69427	1.943	-0.12	0.5
1.0	38	12042.39505	-1.267	0.51	0.5
1.0	39	12267.09583	-1.709	0.35	0.5
1.0	40	12491.79661	-1.067	-0.073	0.5
1.0	41	12716.49739	2.358	0.32	0.5
1.0	42	12941.19817	-0.626	0.91	0.5
1.0	43	13165.89895	-2.962	-0.18	0.5
1.0	44	13390.59973	2.039	0.38	0.5
1.0	45	13615.30051	2.657	0.044	0.5
1.0	46	13840.00129	0.828	-0.43	0.5
1.0	47	14064.70207	-3.087	0.46	0.5
2.0	0	3624.40248	4.16	0.25	0.5
2.0	1	3989.658925	0.7841	-0.11	0.5
2.0	2	4354.91537	1.703	-0.68	0.5
2.0	3	4720.171816	-2.096	0.15	0.5
2.0	4	5085.428261	1.384	0.61	0.5
2.0	5	5450.684706	2.434	-0.23	0.5
2.0	6	5815.941151	-3.867	-0.18	0.5
2.0	7	6181.197596	-3.348	-0.29	0.5
2.0	8	6546.454042	-2.781	0.45	0.5
2.0	9	6911.710487	-2.653	0.12	0.5
2.0	10	7276.966932	1.618	-0.098	0.5
2.0	11	7642.223377	-0.1754	0.33	0.5
2.0	12	8007.479823	1.967	-0.41	0.5
2.0	13	8372.736268	3.216	-0.83	0.5
2.0	14	8737.992713	-1.929	-0.21	0.5
2.0	15	9103.249158	0.9736	0.014	0.5
2.0	16	9468.505603	2.36	0.15	0.5
2.0	17	9833.762049	-0.7978	0.036	0.5
2.0	18	10199.01849	-1.073	-0.45	0.5
2.0	19	10564.27494	-5.519	-1.0	0.5
2.0	20	10929.53138	-3.395	-0.094	0.5
2.0	21	11294.78783	2.537	-0.29	0.5
2.0	22	11660.04427	0.1179	-0.75	0.5
2.0	23	12025.30072	3.74	-0.054	0.5
2.0	24	12390.55717	4.492	-0.19	0.5
2.0	25	12755.81361	0.07596	0.6	0.5
2.0	26	13121.07006	1.126	-0.1	0.5
2.0	27	13486.3265	-2.284	0.0062	0.5
2.0	28	13851.58295	-0.3608	0.07	0.5
2.0	29	14216.83939	1.265	-0.5	0.5
