# body ntrans  tcalc ttv noise sigma
#   JED-2430000 min min min
1.0	0	NaN	NaN	0.0	0.0
1.0	1	NaN	NaN	0.0	0.0
1.0	2	NaN	NaN	0.0	0.0
1.0	3	NaN	NaN	0.0	0.0
1.0	4	NaN	NaN	0.0	0.0
1.0	5	NaN	NaN	0.0	0.0
1.0	6	NaN	NaN	0.0	0.0
1.0	7	NaN	NaN	0.0	0.0
1.0	8	NaN	NaN	0.0	0.0
1.0	9	NaN	NaN	0.0	0.0
1.0	10	NaN	NaN	0.0	0.0
1.0	11	NaN	NaN	0.0	0.0
1.0	12	NaN	NaN	0.0	0.0
1.0	13	NaN	NaN	0.0	0.0
1.0	14	NaN	NaN	0.0	0.0
1.0	15	NaN	NaN	0.0	0.0
1.0	16	NaN	NaN	0.0	0.0
1.0	17	NaN	NaN	0.0	0.0
1.0	18	NaN	NaN	0.0	0.0
1.0	19	NaN	NaN	0.0	0.0
1.0	20	NaN	NaN	0.0	0.0
1.0	21	NaN	NaN	0.0	0.0
1.0	22	NaN	NaN	0.0	0.0
1.0	23	NaN	NaN	0.0	0.0
1.0	24	NaN	NaN	0.0	0.0
1.0	25	NaN	NaN	0.0	0.0
1.0	26	NaN	NaN	0.0	0.0
1.0	27	NaN	NaN	0.0	0.0
1.0	28	NaN	NaN	0.0	0.0
1.0	29	NaN	NaN	0.0	0.0
1.0	30	NaN	NaN	0.0	0.0
1.0	31	NaN	NaN	0.0	0.0
2.0	0	NaN	NaN	0.0	0.0
2.0	1	NaN	NaN	0.0	0.0
2.0	2	NaN	NaN	0.0	0.0
2.0	3	NaN	NaN	0.0	0.0
2.0	4	NaN	NaN	0.0	0.0
2.0	5	NaN	NaN	0.0	0.0
2.0	6	NaN	NaN	0.0	0.0
2.0	7	NaN	NaN	0.0	0.0
2.0	8	NaN	NaN	0.0	0.0
2.0	9	NaN	NaN	0.0	0.0
2.0	10	NaN	NaN	0.0	0.0
2.0	11	NaN	NaN	0.0	0.0
2.0	12	NaN	NaN	0.0	0.0
2.0	13	NaN	NaN	0.0	0.0
2.0	14	NaN	NaN	0.0	0.0
2.0	15	NaN	NaN	0.0	0.0
2.0	16	NaN	NaN	0.0	0.0
2.0	17	NaN	NaN	0.0	0.0
2.0	18	NaN	NaN	0.0	0.0
2.0	19	NaN	NaN	0.0	0.0
